,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
1465,3522153,119.17333333333335,264922.32,2004-11-10,19,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-05-11,19,False,1,5981,2147,Short-term,English
1466,3523766,0.0,511067.42857142864,1995-01-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-04-20,19,True,0,9582,2533,Mid-term,English
1467,3525202,97.05333333333334,48041.40000000001,1957-02-01,15,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2015-12-24,15,False,1,23430,1920,Long-term,English
1468,3527284,0.0,488448.00000000006,1995-06-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-08-17,21,False,0,9431,2779,Mid-term,English
1469,3527680,0.0,435948.50000000006,1995-03-01,5,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2013-05-14,5,True,0,9523,2874,Mid-term,English
1470,3536799,0.0,91726.92,1996-04-15,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-01-06,9,True,0,9112,2637,Mid-term,English
1471,3539293,469.856,151763.48799999998,1969-02-01,17,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,English,Premier,2013-03-18,17,True,1,19047,2931,Long-term,English
1473,3542594,0.0,238962.28571428568,1997-08-15,15,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-09-11,15,True,0,8625,2024,Mid-term,English
1474,3542721,0.0,930660.6857142858,2016-12-15,27,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2012-06-29,27,False,0,1563,3193,Short-term,English
1475,3544927,0.0,1348389.0,1998-02-15,18,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2010-09-13,18,True,0,8441,3848,Mid-term,English
1476,3546302,419.44,496197.52,1995-04-01,13,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2010-04-20,13,True,1,9492,3994,Mid-term,English
1477,3546445,0.0,248689.37142857147,1992-04-01,9,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-07-26,9,True,0,10587,3532,Mid-term,English
1478,3546933,0.0,480541.40952380956,1996-03-15,23,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-12-18,23,True,0,9143,3752,Mid-term,English
1479,3547886,0.0,1194435.0000000002,2008-09-03,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2010-08-01,15,True,0,4588,3891,Short-term,English
1480,3553937,422.247619047619,52358.70476190476,2015-07-13,2,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-06-01,2,True,1,2084,3952,Short-term,English
1482,3554491,0.0,204995.52000000002,1989-07-01,6,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2009-04-23,6,False,0,11592,4356,Mid-term,English
1483,3554564,0.0,265545.28,2011-03-28,14,True,True,True,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-08-23,14,False,0,3652,3869,Short-term,English
1485,3556990,0.0,1568784.0,2009-09-16,20,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2012-04-29,20,False,0,4210,3254,Short-term,English
1486,3560275,0.0,156000.0,1980-12-25,21,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-02-03,21,True,0,14702,2974,Long-term,English
1488,3567018,0.0,663794.1333333333,1997-08-15,20,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2015-03-15,20,True,0,8625,2204,Mid-term,English
1489,3570309,0.0,1086972.1333333335,1996-06-15,7,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2012-07-26,7,False,0,9051,3166,Mid-term,English
1491,3572827,0.0,345213.86666666676,1986-07-15,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-01-22,14,True,0,12674,4082,Mid-term,English
1492,3575008,0.0,18590.628571428573,1984-02-15,6,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,Italian,Premier,2015-12-08,6,True,0,13555,1936,Mid-term,European
1493,3578105,0.0,101957.85600000001,2001-06-26,18,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-05-03,18,True,0,7214,2520,Mid-term,English
1494,3582251,0.0,413438.8114285714,1995-06-15,18,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,6-10,English,Standard,2014-01-23,18,True,0,9417,2620,Mid-term,English
1496,3585530,0.0,1206293.7714285715,1995-10-15,17,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,N,6-10,Unknown,Standard,2011-06-10,17,True,0,9295,3578,Mid-term,Unknown
1497,3586845,1139.6666666666667,865007.0000000001,1994-06-15,23,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,101-500,English,Premier,2013-10-14,23,False,1,9782,2721,Mid-term,English
1498,3590604,427.6,561866.4,1982-06-01,18,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,Y,N,Y,1-5,Unknown,Premier,2008-09-17,18,False,1,14179,4574,Mid-term,Unknown
1499,3593655,188.6361904761905,373499.6571428572,1994-06-01,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-11-08,18,False,1,9796,1966,Mid-term,English
1500,3593878,0.0,429414.2883333333,1992-04-01,7,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,1-5,English,Premier,2010-08-15,7,False,0,10587,3877,Mid-term,English
1502,3597603,0.0,86296.0,2016-01-13,6,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-09-01,6,False,0,1900,2399,Short-term,English
1503,3601969,0.0,96976.00000000001,1997-01-01,10,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-02-20,10,True,0,8851,3323,Mid-term,English
1504,3605632,0.0,322906.6285714286,1990-07-01,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-07-29,18,True,0,11227,3529,Mid-term,English
1506,3609779,1235.9666666666667,271912.6666666667,2017-12-28,5,False,False,False,AUTO RENEW,BRANCH (POS),N,N,N,N,N,N,N,N,N,101-500,Unknown,Standard,2010-10-12,5,True,1,1185,3819,Short-term,Unknown
1508,3615597,0.0,150703.36,1985-07-15,24,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,Unknown,Premier,2014-11-15,24,True,0,13039,2324,Mid-term,Unknown
1509,3616085,0.0,150513.06666666665,1990-03-01,20,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-12-07,20,True,0,11349,2302,Mid-term,English
1511,3622093,879.0166666666668,2204573.8000000003,1993-06-15,19,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,Y,N,Y,51-100,English,Standard,2011-02-13,19,True,1,10147,3695,Mid-term,English
1513,3625861,0.0,451962.36799999996,1976-11-15,22,False,True,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-10-12,22,True,0,16203,3454,Long-term,English
1514,3626973,285.5466666666667,475435.19999999995,1979-08-01,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-09-12,15,False,1,15214,2388,Long-term,English
1516,3630512,0.0,1102007.1771428573,1984-04-01,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-02-15,18,True,0,13509,3693,Mid-term,English
1517,3638290,114.09333333333335,140905.2666666667,1974-11-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-07-02,19,True,1,16934,2095,Long-term,English
1519,3644555,152.60761904761907,29758.485714285714,1954-08-15,15,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2016-05-24,15,True,1,24331,1768,Long-term,English
1520,3645452,0.0,105039.0,1995-03-01,3,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,6-10,Unknown,Standard,2011-07-25,3,False,0,9523,3533,Mid-term,Unknown
1521,3646546,0.0,69996.72,1987-02-15,6,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-12-10,6,True,0,12459,2299,Mid-term,English
1522,3647375,0.0,632955.7000000001,1997-08-01,13,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,11-50,English,Premier,2015-06-21,13,True,0,8639,2106,Mid-term,English
1524,3653336,420.0333333333333,310824.6666666666,1992-12-25,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-12-27,20,False,1,10319,2647,Mid-term,English
1525,3654803,0.0,888059.9238095239,1992-10-01,17,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2009-01-11,17,True,0,10404,4458,Mid-term,English
1526,3656480,127.21904761904764,203550.47619047624,1993-02-01,16,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2016-03-15,16,True,1,10281,1838,Mid-term,English
1527,3656735,332.38666666666666,79772.8,1973-05-01,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2009-05-20,20,True,1,17497,4329,Long-term,English
1528,3659313,206.56380952380957,247876.57142857148,1972-04-15,16,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-08-01,16,True,1,17878,2065,Long-term,English
1529,3662655,0.0,412549.27999999997,1997-12-25,22,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2011-12-17,22,True,0,8493,3388,Mid-term,English
1530,3664340,0.0,1185193.4000000001,1985-07-15,19,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2012-12-19,19,True,0,13039,3020,Mid-term,English
1531,3669159,126.88,165197.75999999998,1972-08-01,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-02-22,14,False,1,17770,2225,Long-term,English
1532,3669255,0.0,202510.3238095238,1998-02-15,19,True,False,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-08-07,19,True,0,8441,2789,Mid-term,English
1533,3669995,691.912,804001.744,1993-12-01,14,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-03-29,14,True,1,9978,3651,Mid-term,English
1534,3679297,0.0,389536.00000000006,1996-08-01,21,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,6-10,Hindi,Standard,2015-06-14,21,True,0,9004,2113,Mid-term,Asian
1535,3680449,228.5,442376.0,1983-12-01,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2016-02-20,22,True,1,13631,1862,Mid-term,English
1536,3683902,159.26666666666665,99223.13333333332,1975-06-01,7,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2014-03-27,7,False,1,16736,2557,Long-term,English
1537,3688902,0.0,236094.17142857143,1988-07-01,12,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-05-03,12,False,0,11957,2885,Mid-term,English
1539,3695977,427.20000000000005,444288.00000000006,1975-04-01,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-04-26,16,False,1,16797,3988,Long-term,English
1540,3697605,137.2,289354.8,1971-01-01,19,True,True,True,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2014-11-08,19,True,1,18348,2331,Long-term,English
1541,3698385,407.8,1284570.0000000002,1980-12-01,21,False,True,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-02-16,21,True,1,14726,2596,Long-term,English
1542,3701432,0.0,114071.65714285716,1990-09-15,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2015-07-06,18,True,0,11151,2091,Mid-term,English
1544,3704102,0.0,106483.20000000003,1967-02-15,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-07-21,21,False,0,19764,2441,Long-term,English
1545,3704431,0.0,75269.805,2003-01-02,9,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,1-5,English,Premier,2015-12-23,9,True,0,6659,1921,Mid-term,English
1546,3705463,0.0,2651613.066666667,1993-03-01,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2007-01-19,22,True,0,10253,5181,Mid-term,English
1547,3708416,0.0,388074.336,1986-01-15,12,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2015-04-25,12,True,0,12855,2163,Mid-term,English
1549,3710567,0.0,388816.00000000006,1984-12-01,15,False,False,False,NOTICE,MAIL,N,N,Y,N,N,N,N,N,Y,6-10,Unknown,Standard,2012-01-03,15,True,0,13265,3371,Mid-term,Unknown
1551,3711775,0.0,257573.20000000004,1996-05-15,21,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-05-27,21,True,0,9082,2131,Mid-term,English
1554,3721238,0.0,600273.3333333334,2003-06-09,25,False,False,False,NOTICE,BILLING,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-11-22,25,True,0,6501,2682,Mid-term,English
1555,3721374,0.0,698179.6000000001,1990-08-15,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2006-05-23,21,True,0,11182,5422,Mid-term,English
1556,3723475,0.0,424119.5200000001,2006-01-26,11,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2010-07-06,11,True,0,5539,3917,Short-term,English
1557,3725173,163.98666666666668,351259.44,2012-05-18,18,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-02-07,18,True,1,3235,2605,Short-term,English
1558,3728899,0.0,217747.54285714286,1980-06-01,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-08-05,9,True,0,14909,2791,Long-term,English
1559,3729803,255.65333333333334,636321.1466666666,2006-02-27,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-02-12,19,True,1,5507,2235,Short-term,English
1560,3729982,220.5866666666667,473158.4000000001,1992-03-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-07-07,15,False,1,10604,3185,Mid-term,English
1561,3732408,0.0,459510.0342857144,1996-09-04,24,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-12-29,24,True,0,8970,2280,Mid-term,English
1564,3739254,197.65714285714287,152986.6285714286,1978-03-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-10-27,18,False,1,15732,2343,Long-term,English
1565,3741743,0.0,22845.44,1996-08-01,8,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-01-11,8,True,0,9004,3363,Mid-term,English
1567,3743307,0.0,207257.60000000003,1996-02-01,4,True,True,True,NOTICE,PHONE,Y,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2009-08-15,4,True,0,9186,4242,Mid-term,English
1568,3743656,0.0,195264.16,1997-12-01,7,False,False,False,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-09-08,7,True,0,8517,2757,Mid-term,English
1569,3743945,328.70933333333335,539083.3066666666,2001-12-17,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2015-02-26,20,True,1,7040,2221,Mid-term,English
1570,3745043,0.0,225978.47999999998,2005-06-10,21,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,1-5,English,Standard,2014-10-31,21,True,0,5769,2339,Short-term,English
1571,3747676,0.0,174000.0,1991-03-01,12,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-10-17,12,False,0,10984,2718,Mid-term,English
1572,3747897,0.0,310688.4,1987-04-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2009-11-26,15,False,0,12400,4139,Mid-term,English
1576,3751420,262.08000000000004,84651.84000000001,1983-02-01,17,False,False,False,AUTO RENEW,PHONE,N,Y,N,N,N,N,N,N,Y,6-10,English,Premier,2015-05-28,17,True,1,13934,2130,Mid-term,English
1577,3752590,0.0,312757.2,1985-02-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,1-5,Unknown,Premier,2014-07-30,21,True,0,13203,2432,Mid-term,Unknown
1579,3754470,342.8533333333334,157712.53333333338,1970-08-15,23,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-11-23,23,True,1,18487,2681,Long-term,English
1580,3755618,0.0,789514.0000000001,1996-12-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y,6-10,English,Premier,2010-01-08,21,True,0,8882,4096,Mid-term,English
1582,3757785,0.0,1019348.96,1982-02-01,23,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-06-22,23,False,0,14299,2470,Long-term,English
1584,3760912,0.0,501203.6119999999,1997-07-01,21,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-08-09,21,True,0,8670,2787,Mid-term,English
1585,3761158,0.0,341357.4666666667,2017-10-20,14,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-01-14,14,False,0,1254,2994,Short-term,English
1587,3769553,0.0,488520.7428571429,1995-07-15,17,True,False,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-03-20,17,False,0,9387,3294,Mid-term,English
1588,3772827,0.0,557374.6285714286,1998-06-24,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-06-14,17,True,0,8312,3939,Mid-term,English
1589,3773139,168.096,118003.392,1981-04-15,18,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,1-5,English,Premier,2014-10-09,18,False,1,14591,2361,Long-term,English
1590,3773533,0.0,319987.2,1984-11-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y,1-5,English,Standard,2012-06-21,18,True,0,13295,3201,Mid-term,English
1591,3774112,583.0190476190477,1528675.942857143,1995-04-01,23,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2009-11-25,23,False,1,9492,4140,Mid-term,English
1592,3776716,268.08000000000004,764028.0000000001,2004-05-24,19,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-12-10,19,False,1,6151,2299,Short-term,English
1593,3778480,0.0,1730180.8333333335,1992-11-15,25,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,11-50,English,Premier,2013-04-10,25,False,0,10359,2908,Mid-term,English
1594,3780473,0.0,143187.04,1996-08-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2012-12-27,19,False,0,8990,3012,Mid-term,English
1595,3781973,1705.2,583178.4,1991-07-01,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,500+,English,Standard,2013-12-02,18,False,1,10862,2672,Mid-term,English
1596,3782696,0.0,464672.00000000006,1982-01-01,16,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2012-06-08,16,True,0,14330,3214,Long-term,English
1597,3784376,423.0666666666667,27922.400000000005,2010-02-18,1,True,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-12-15,1,True,1,4055,2659,Short-term,English
1599,3786048,0.0,845398.6666666669,1992-12-25,17,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-08-24,17,True,0,10319,3503,Mid-term,English
1600,3786836,1140.0666666666666,2296094.2666666666,2017-01-13,19,True,True,True,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2012-04-22,19,True,1,1534,3261,Short-term,English
1601,3790746,0.0,190815.4285714286,1997-12-25,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-05-24,18,True,0,8493,3229,Mid-term,English
1602,3792903,0.0,156584.0,1992-02-01,2,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-05-21,2,True,0,10647,3598,Mid-term,English
1603,3793914,0.0,174994.56000000003,2005-05-09,13,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-03-16,13,True,0,5801,2203,Short-term,English
1604,3796169,0.0,297409.71428571426,1997-04-01,30,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2015-04-15,30,False,0,8761,2173,Mid-term,English
1606,3798972,0.0,106670.66666666667,1990-09-01,10,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,51-100,English,Premier,2013-04-06,10,True,0,11165,2912,Mid-term,English
1607,3800818,615.3333333333334,77532.0,1996-02-15,3,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-10-20,3,True,1,9172,3446,Mid-term,English
1609,3800970,257.7328,243042.03040000002,1956-06-01,23,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,1-5,English,Premier,2014-01-25,23,False,1,23675,2618,Long-term,English
1610,3801649,0.0,2305036.08,1996-07-01,23,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,Y,N,Y,51-100,Portuguese,Standard,2010-02-09,23,True,0,9035,4064,Mid-term,European
1611,3803408,183.09333333333328,149037.97333333327,1992-06-15,22,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-07-26,22,True,1,10512,2801,Mid-term,English
1613,3807836,0.0,109251.24000000002,1990-12-15,9,False,True,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2014-08-07,9,True,0,11060,2424,Mid-term,English
1616,3811755,346.22857142857146,457021.7142857143,1972-06-01,20,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-11-27,20,True,1,17831,3408,Long-term,English
1617,3817563,0.0,498669.60000000003,1974-10-01,18,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-04-08,18,True,0,16979,2910,Long-term,English
1618,3818151,0.0,339752.20952380955,1998-02-15,19,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-01-30,19,True,0,8441,3344,Mid-term,English
1619,3819510,0.0,350536.9523809524,1985-06-15,20,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,German,Standard,2013-09-16,20,True,0,13069,2749,Mid-term,European
1620,3822212,0.0,245014.49142857143,1984-11-15,17,False,True,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,6-10,English,Premier,2014-12-03,17,True,0,13281,2306,Mid-term,English
1621,3828499,0.0,346900.32,1990-06-01,27,False,False,False,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,Y,N,Y,51-100,English,Premier,2012-07-17,27,True,0,11257,3175,Mid-term,English
1623,3830482,0.0,806948.8,1985-04-01,21,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-10-04,21,True,0,13144,2731,Mid-term,English
1624,3835975,0.0,439242.2,2007-04-13,15,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-03-27,15,True,0,5097,3287,Short-term,English
1626,3842834,469.5733333333334,250282.5866666667,1985-04-01,13,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-02-13,13,False,1,13144,3330,Mid-term,English
1627,3842861,160.9,49557.200000000004,1975-11-01,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,1-5,English,Premier,2015-02-03,11,False,1,16583,2244,Long-term,English
1628,3843074,0.0,533174.4,1993-04-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2013-10-25,18,False,0,10222,2710,Mid-term,English
1629,3847605,0.0,284832.0,2004-09-23,16,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-08-21,16,False,0,6029,2775,Short-term,English
1630,3848192,0.0,616900.2171428571,2005-10-25,23,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,Y,Y,6-10,English,Standard,2013-07-05,23,True,0,5632,2822,Short-term,English
